,formula,phase,processing,gfa
5785,Fe65Si2.5Tb32.5,AM,meltspin,1
5786,Fe66.7Si0Tb33.3,CR,meltspin,0
5787,Fe12Si16Ti72,AM,meltspin,1
5788,Fe89.91Si0.09Zr10,AM,meltspin,1
5789,Fe89.946Si0.054Zr10,AM,meltspin,1
5790,Fe89.964Si0.036Zr10,AM,meltspin,1
5791,Fe89.982Si0.018Zr10,AM,meltspin,1
5792,Fe90Si0Zr10,AM,meltspin,1
5793,Fe0Si15Zr85,AM,meltspin,1
5794,Fe10Si15Zr75,AM,meltspin,1
5795,Fe20Si65Zr15,AM,meltspin,1
5796,Fe22Si10Zr68,AM,meltspin,1
5797,Fe89.91V0.09Zr10,AM,meltspin,1
5798,Fe89.946V0.054Zr10,AM,meltspin,1
5799,Fe89.964V0.036Zr10,AM,meltspin,1
5800,Fe89.982V0.018Zr10,AM,meltspin,1
5801,Fe90V0Zr10,AM,meltspin,1
5802,Ge15Mo0Zr85,AM,meltspin,1
5803,Ge15Mo10Zr75,AM,meltspin,1
5804,Ge15Mo20Zr65,AM,meltspin,1
5805,Ge1Nb80Si19,AM,meltspin,1
5806,Ge2Nb80Si18,AM,meltspin,1
5807,Ge3Nb80Si17,AM,meltspin,1
5808,Ge4Nb80Si16,AM,meltspin,1
5809,Ge0Nb77Si23,AM,meltspin,1
5810,Ge0Nb80Si20,AM,meltspin,1
5811,Ge4Nb76Si20,AM,meltspin,1
5812,Ge8Nb76Si16,AM,meltspin,1
5813,Ge8Nb78Si14,AM,meltspin,1
5814,Ge13Nb77Si10,AM,meltspin,1
5815,Ge15Nb75Si10,AM,meltspin,1
5816,Ge15Nb76.5Si8.5,AM,meltspin,1
5817,Ge13Nb0Zr87,AM,meltspin,1
5818,Ge15Nb0Zr85,AM,meltspin,1
5819,Ge15Nb10Zr75,AM,meltspin,1
5820,Ge15Nb20Zr65,AM,meltspin,1
5821,Ge15Nb30Zr55,AM,meltspin,1
5822,Ge15Nb40Zr45,AM,meltspin,1
5823,Ge15Nb50Zr35,AM,meltspin,1
5824,Ge15Nb60Zr25,AM,meltspin,1
5825,Ge17Nb0Zr83,AM,meltspin,1
5826,Ge15Nb0Zr85,AM,meltspin,1
5827,Ge15Nb10Zr75,AM,meltspin,1
5828,Ge15Nb20Zr65,AM,meltspin,1
5829,Ge15Nb30Zr55,AM,meltspin,1
5830,Ge15Nb40Zr45,AM,meltspin,1
5831,Ge15Nb60Zr25,AM,meltspin,1
5832,Ge0Pd79Si21,AM,meltspin,1
5833,Ge0Pd80Si20,AM,meltspin,1
5834,Ge0Pd82Si18,AM,meltspin,1
5835,Ge0Pd84Si16,AM,meltspin,1
5836,Ge0Pd85Si15,AM,meltspin,1
5837,Ge2Pd84Si14,AM,meltspin,1
5838,Ge3Pd84Si13,AM,meltspin,1
5839,Ge4Pd84Si12,AM,meltspin,1
5840,Ge7Pd83Si10,AM,meltspin,1
5841,Ge0Pd79Si21,AM,meltspin,1
5842,Ge21Pd79Si0,AM,meltspin,1
5843,Ge15Ta0Zr85,AM,meltspin,1
5844,Ge15Ta20Zr65,AM,meltspin,1
5845,Ge15Ti0Zr85,AM,meltspin,1
5846,Ge15Ti20Zr65,AM,meltspin,1
5847,Ge15V0Zr85,AM,meltspin,1
5848,Ge15V10Zr75,AM,meltspin,1
5849,Ge15V20Zr65,AM,meltspin,1
5850,Hf40Nb45Si15,AM,meltspin,1
5851,Hf41Nb44Si15,AM,meltspin,1
5852,Hf42Nb43Si15,AM,meltspin,1
5853,Hf43Nb42Si15,AM,meltspin,1
5854,Hf44Nb41Si15,AM,meltspin,1
5855,Hf45Nb40Si15,AM,meltspin,1
5856,Hf46Nb39Si15,AM,meltspin,1
5857,Hf47Nb38Si15,AM,meltspin,1
5858,Hf48Nb37Si15,AM,meltspin,1
5859,Hf49Nb36Si15,AM,meltspin,1
5860,Hf50Nb35Si15,AM,meltspin,1
5861,Hf51Nb34Si15,AM,meltspin,1
5862,Hf52Nb33Si15,AM,meltspin,1
5863,Hf53Nb32Si15,AM,meltspin,1
5864,Hf54Nb31Si15,AM,meltspin,1
5865,Hf55Nb30Si15,AM,meltspin,1
5866,Hf56Nb29Si15,AM,meltspin,1
5867,Hf57Nb28Si15,AM,meltspin,1
5868,Hf58Nb27Si15,AM,meltspin,1
5869,Hf59Nb26Si15,AM,meltspin,1
5870,Hf60Nb25Si15,AM,meltspin,1
5871,Hf61Nb24Si15,AM,meltspin,1
5872,Hf62Nb23Si15,AM,meltspin,1
5873,Hf63Nb22Si15,AM,meltspin,1
5874,Hf64Nb21Si15,AM,meltspin,1
5875,Hf65Nb20Si15,AM,meltspin,1
5876,Hf66Nb19Si15,AM,meltspin,1
5877,Hf67Nb18Si15,AM,meltspin,1
5878,Hf68Nb17Si15,AM,meltspin,1
5879,Hf69Nb16Si15,AM,meltspin,1
5880,Hf70Nb15Si15,AM,meltspin,1
5881,Hf71Nb14Si15,AM,meltspin,1
5882,Hf72Nb13Si15,AM,meltspin,1
5883,Hf73Nb12Si15,AM,meltspin,1
5884,Hf74Nb11Si15,AM,meltspin,1
5885,Hf75Nb10Si15,AM,meltspin,1
5886,Hf76Nb9Si15,AM,meltspin,1
5887,Hf77Nb8Si15,AM,meltspin,1
5888,Hf78Nb7Si15,AM,meltspin,1
5889,Hf79Nb6Si15,AM,meltspin,1
5890,Hf80Nb5Si15,AM,meltspin,1
5891,Hf81Nb4Si15,AM,meltspin,1
5892,Hf82Nb3Si15,AM,meltspin,1
5893,Hf83Nb2Si15,AM,meltspin,1
5894,Hf84Nb1Si15,AM,meltspin,1
5895,Hf85Nb0Si15,AM,meltspin,1
5896,Hf45Nb40Si15,AM,meltspin,1
5897,Hf75Nb10Si15,AM,meltspin,1
5898,Hf85Nb0Si15,AM,meltspin,1
5899,Hf67Ni27P6,AM,meltspin,1
5900,Hf67Ni33P0,AM,meltspin,1
5901,Hf50Si15V35,AM,meltspin,1
5902,Hf51Si15V34,AM,meltspin,1
5903,Hf52Si15V33,AM,meltspin,1
5904,Hf53Si15V32,AM,meltspin,1
5905,Hf54Si15V31,AM,meltspin,1
5906,Hf55Si15V30,AM,meltspin,1
5907,Hf56Si15V29,AM,meltspin,1
5908,Hf57Si15V28,AM,meltspin,1
5909,Hf58Si15V27,AM,meltspin,1
5910,Hf59Si15V26,AM,meltspin,1
5911,Hf60Si15V25,AM,meltspin,1
5912,Hf61Si15V24,AM,meltspin,1
5913,Hf62Si15V23,AM,meltspin,1
5914,Hf63Si15V22,AM,meltspin,1
5915,Hf64Si15V21,AM,meltspin,1
5916,Hf65Si15V20,AM,meltspin,1
5917,Hf66Si15V19,AM,meltspin,1
5918,Hf67Si15V18,AM,meltspin,1
5919,Hf68Si15V17,AM,meltspin,1
5920,Hf69Si15V16,AM,meltspin,1
5921,Hf70Si15V15,AM,meltspin,1
5922,Hf71Si15V14,AM,meltspin,1
5923,Hf72Si15V13,AM,meltspin,1
5924,Hf73Si15V12,AM,meltspin,1
5925,Hf74Si15V11,AM,meltspin,1
5926,Hf75Si15V10,AM,meltspin,1
5927,Hf76Si15V9,AM,meltspin,1
5928,Hf77Si15V8,AM,meltspin,1
5929,Hf78Si15V7,AM,meltspin,1
5930,Hf79Si15V6,AM,meltspin,1
5931,Hf80Si15V5,AM,meltspin,1
5932,Hf81Si15V4,AM,meltspin,1
5933,Hf82Si15V3,AM,meltspin,1
5934,Hf83Si15V2,AM,meltspin,1
5935,Hf84Si15V1,AM,meltspin,1
5936,Hf85Si15V0,AM,meltspin,1
5937,Hf55Si15V30,AM,meltspin,1
5938,Hf85Si15V0,AM,meltspin,1
5939,Hf0Si15Zr85,AM,meltspin,1
5940,Hf10Si15Zr75,AM,meltspin,1
5941,Hf20Si15Zr65,AM,meltspin,1
5942,Hf30Si15Zr55,AM,meltspin,1
5943,Hf40Si15Zr45,AM,meltspin,1
5944,Hf55Si15Zr30,AM,meltspin,1
5945,In6Mg70Zn24,AM,meltspin,1
5946,Ir1Nb40Ni59,AM,meltspin,1
5947,Ir1Ni59Ta40,AM,meltspin,1
5948,Ir40P19Pd41,AM,meltspin,1
5949,La0Mg80Ni20,AM,meltspin,1
5950,La0Mg85Ni15,AM,meltspin,1
5951,La0Mg90Ni10,AM,meltspin,1
5952,La5Mg75Ni20,AM,meltspin,1
5953,La5Mg80Ni15,AM,meltspin,1
5954,La5Mg85Ni10,AM,meltspin,1
5955,La10Mg50Ni40,AM,meltspin,1
5956,La10Mg60Ni30,AM,meltspin,1
5957,La10Mg65Ni25,AM,meltspin,1
5958,La10Mg70Ni20,AM,meltspin,1
5959,La10Mg75Ni15,AM,meltspin,1
5960,La10Mg80Ni10,AM,meltspin,1
5961,La15Mg50Ni35,AM,meltspin,1
5962,La15Mg55Ni30,AM,meltspin,1
5963,La15Mg60Ni25,AM,meltspin,1
5964,La15Mg65Ni20,AM,meltspin,1
5965,La15Mg70Ni15,AM,meltspin,1
5966,La15Mg75Ni10,AM,meltspin,1
5967,La20Mg40Ni40,AM,meltspin,1
5968,La20Mg45Ni35,AM,meltspin,1
5969,La20Mg50Ni30,AM,meltspin,1
5970,La20Mg55Ni25,AM,meltspin,1
5971,La20Mg60Ni20,AM,meltspin,1
5972,La20Mg65Ni15,AM,meltspin,1
5973,La20Mg70Ni10,AM,meltspin,1
5974,La25Mg45Ni30,AM,meltspin,1
5975,La30Mg40Ni30,AM,meltspin,1
5976,La0Mg80Ni20,AM,meltspin,1
5977,La0Mg85Ni15,AM,meltspin,1
5978,La0Mg90Ni10,AM,meltspin,1
5979,La5Mg75Ni20,AM,meltspin,1
5980,La5Mg80Ni15,AM,meltspin,1
5981,La5Mg85Ni10,AM,meltspin,1
5982,La10Mg50Ni40,AM,meltspin,1
5983,La10Mg60Ni30,AM,meltspin,1
5984,La10Mg65Ni25,AM,meltspin,1
5985,La10Mg70Ni20,AM,meltspin,1
5986,La10Mg75Ni15,AM,meltspin,1
5987,La10Mg80Ni10,AM,meltspin,1
5988,La15Mg50Ni35,AM,meltspin,1
5989,La15Mg55Ni30,AM,meltspin,1
5990,La15Mg60Ni25,AM,meltspin,1
5991,La15Mg65Ni20,AM,meltspin,1
5992,La15Mg70Ni15,AM,meltspin,1
5993,La15Mg75Ni10,AM,meltspin,1
5994,La20Mg35Ni45,AM,meltspin,1
5995,La20Mg40Ni40,AM,meltspin,1
5996,La20Mg45Ni35,AM,meltspin,1
5997,La20Mg50Ni30,AM,meltspin,1
5998,La20Mg55Ni25,AM,meltspin,1
5999,La20Mg60Ni20,AM,meltspin,1
6000,La20Mg65Ni15,AM,meltspin,1
6001,La25Mg45Ni30,AM,meltspin,1
6002,La25Mg50Ni25,AM,meltspin,1
6003,La30Mg30Ni40,AM,meltspin,1
6004,La30Mg40Ni30,AM,meltspin,1
6005,La30Mg45Ni25,AM,meltspin,1
6006,La30Mg50Ni20,AM,meltspin,1
6007,La5Mg90Ni5,AC,meltspin,0
6008,La30Mg60Ni10,AC,meltspin,0
6009,La40Mg10Ni50,AC,meltspin,0
6010,La40Mg40Ni20,AC,meltspin,0
6011,La50Mg20Ni30,AC,meltspin,0
6012,La0Mg70Ni30,CR,meltspin,0
6013,La10Mg85Ni5,CR,meltspin,0
6014,La15Mg80Ni5,CR,meltspin,0
6015,La20Mg70Ni10,CR,meltspin,0
6016,La50Mg0Ni50,CR,meltspin,0
6017,La9Mg85Ni6,AM,meltspin,1
6018,La10Mg50Ni40,AM,meltspin,1
6019,La12Mg80Ni8,AM,meltspin,1
6020,La15Mg50Ni35,AM,meltspin,1
6021,La18Mg70Ni12,AM,meltspin,1
6022,La20Mg50Ni30,AM,meltspin,1
6023,La24Mg60Ni16,AM,meltspin,1
6024,La25Mg50Ni25,AM,meltspin,1
6025,La30Mg50Ni20,AM,meltspin,1
6026,La30Mg50Ni20,AM,meltspin,1
6027,La35Mg50Ni15,AM,meltspin,1
6028,La36Mg40Ni24,AM,meltspin,1
6029,La40Mg50Ni10,AM,meltspin,1
6030,La48Mg20Ni32,AM,meltspin,1
6031,La60Mg0Ni40,AM,meltspin,1
6032,La0Mg60Zn40,AM,meltspin,1
6033,La0Mg65Zn35,AM,meltspin,1
6034,La0Mg70Zn30,AM,meltspin,1
6035,La0Mg75Zn25,AM,meltspin,1
6036,La3Mg72Zn25,AM,meltspin,1
6037,La3Mg75Zn22,AM,meltspin,1
6038,La4Mg74Zn22,AM,meltspin,1
6039,La4Mg76Zn20,AM,meltspin,1
6040,La5Mg70Zn25,AM,meltspin,1
6041,La5Mg75Zn20,AM,meltspin,1
6042,La7Mg71Zn22,AM,meltspin,1
6043,La8Mg67Zn25,AM,meltspin,1
6044,La8Mg72Zn20,AM,meltspin,1
6045,La10Mg65Zn25,AM,meltspin,1
6046,La10Mg70Zn20,AM,meltspin,1
6047,Mg84Mn6Y10,AM,meltspin,1
6048,Mg85Mn0Y15,AM,meltspin,1
6049,Mg86Mn2Y12,AM,meltspin,1
6050,Mg86Mn4Y10,AM,meltspin,1
6051,Mg86.5Mn6Y7.5,AM,meltspin,1
6052,Mg87Mn8Y5,AM,meltspin,1
6053,Mg88Mn2Y10,AM,meltspin,1
6054,Mg88.5Mn4Y7.5,AM,meltspin,1
6055,Mg89Mn6Y5,AM,meltspin,1
6056,Mg91Mn4Y5,AM,meltspin,1
6057,Mg91.5Mn6Y2.5,AM,meltspin,1
6058,Mg82Mn8Y10,AC,meltspin,0
6059,Mg83Mn2Y15,AC,meltspin,0
6060,Mg84.5Mn8Y7.5,AC,meltspin,0
6061,Mg87.5Mn10Y2.5,AC,meltspin,0
6062,Mg89.5Mn8Y2.5,AC,meltspin,0
6063,Mg90.5Mn2Y7.5,AC,meltspin,0
6064,Mg93Mn2Y5,AC,meltspin,0
6065,Mg95Mn5Y0,AC,meltspin,0
6066,Mg77.5Mn10Y12.5,CR,meltspin,0
6067,Mg80Mn15Y5,CR,meltspin,0
6068,Mg81Mn4Y15,CR,meltspin,0
6069,Mg82.5Mn10Y7.5,CR,meltspin,0
6070,Mg85Mn15Y0,CR,meltspin,0
6071,Mg90Mn0Y10,CR,meltspin,0
6072,Mg90Mn10Y0,CR,meltspin,0
6073,Mg92.5Mn7.5Y0,CR,meltspin,0
6074,Mg93.5Mn4Y2.5,CR,meltspin,0
6075,Mg95.5Mn2Y2.5,CR,meltspin,0
6076,Mg0Nd60Ni40,AM,meltspin,1
6077,Mg0Nd70Ni30,AM,meltspin,1
6078,Mg10Nd40Ni50,AM,meltspin,1
6079,Mg10Nd50Ni40,AM,meltspin,1
6080,Mg10Nd60Ni30,AM,meltspin,1
6081,Mg20Nd30Ni50,AM,meltspin,1
6082,Mg20Nd40Ni40,AM,meltspin,1
6083,Mg20Nd50Ni30,AM,meltspin,1
6084,Mg20Nd60Ni20,AM,meltspin,1
6085,Mg30Nd40Ni30,AM,meltspin,1
6086,Mg30Nd50Ni20,AM,meltspin,1
6087,Mg35Nd25Ni40,AM,meltspin,1
6088,Mg40Nd20Ni40,AM,meltspin,1
6089,Mg40Nd25Ni35,AM,meltspin,1
6090,Mg40Nd30Ni30,AM,meltspin,1
6091,Mg40Nd35Ni25,AM,meltspin,1
6092,Mg45Nd15Ni40,AM,meltspin,1
6093,Mg45Nd20Ni35,AM,meltspin,1
6094,Mg45Nd25Ni30,AM,meltspin,1
6095,Mg45Nd30Ni25,AM,meltspin,1
6096,Mg45Nd35Ni20,AM,meltspin,1
6097,Mg50Nd15Ni35,AM,meltspin,1
6098,Mg50Nd20Ni30,AM,meltspin,1
6099,Mg50Nd25Ni25,AM,meltspin,1
6100,Mg50Nd30Ni20,AM,meltspin,1
6101,Mg50Nd35Ni15,AM,meltspin,1
6102,Mg55Nd10Ni35,AM,meltspin,1
6103,Mg55Nd15Ni30,AM,meltspin,1
6104,Mg55Nd20Ni25,AM,meltspin,1
6105,Mg55Nd25Ni20,AM,meltspin,1
6106,Mg55Nd30Ni15,AM,meltspin,1
6107,Mg55Nd35Ni10,AM,meltspin,1
6108,Mg60Nd10Ni30,AM,meltspin,1
6109,Mg60Nd15Ni25,AM,meltspin,1
6110,Mg60Nd20Ni20,AM,meltspin,1
6111,Mg60Nd25Ni15,AM,meltspin,1
6112,Mg60Nd30Ni10,AM,meltspin,1
6113,Mg65Nd5Ni30,AM,meltspin,1
6114,Mg65Nd10Ni25,AM,meltspin,1
6115,Mg65Nd15Ni20,AM,meltspin,1
6116,Mg65Nd20Ni15,AM,meltspin,1
6117,Mg65Nd25Ni10,AM,meltspin,1
6118,Mg70Nd10Ni20,AM,meltspin,1
6119,Mg70Nd15Ni15,AM,meltspin,1
6120,Mg70Nd20Ni10,AM,meltspin,1
6121,Mg75Nd5Ni20,AM,meltspin,1
6122,Mg75Nd10Ni15,AM,meltspin,1
6123,Mg75Nd15Ni10,AM,meltspin,1
6124,Mg75Nd20Ni5,AM,meltspin,1
6125,Mg80Nd0Ni20,AM,meltspin,1
6126,Mg80Nd10Ni10,AM,meltspin,1
6127,Mg83Nd5Ni12,AM,meltspin,1
6128,Mg85Nd5Ni10,AM,meltspin,1
6129,Mg85Nd10Ni5,AM,meltspin,1
6130,Mg88Nd5Ni7,AM,meltspin,1
6131,Mg90Nd7.5Ni2.5,AM,meltspin,1
6132,Mg0Nd30Ni70,AC,meltspin,0
6133,Mg10Nd30Ni60,AC,meltspin,0
6134,Mg50Nd10Ni40,AC,meltspin,0
6135,Mg50Nd40Ni10,AC,meltspin,0
6136,Mg80Nd15Ni5,AC,meltspin,0
6137,Mg90Nd0Ni10,AC,meltspin,0
6138,Mg90Nd5Ni5,AC,meltspin,0
6139,Mg92.5Nd7.5Ni0,AC,meltspin,0
6140,Mg0Nd40Ni60,CR,meltspin,0
6141,Mg0Nd50Ni50,CR,meltspin,0
6142,Mg0Nd80Ni20,CR,meltspin,0
6143,Mg10Nd70Ni20,CR,meltspin,0
6144,Mg20Nd70Ni10,CR,meltspin,0
6145,Mg30Nd20Ni50,CR,meltspin,0
6146,Mg30Nd60Ni10,CR,meltspin,0
6147,Mg40Nd50Ni10,CR,meltspin,0
6148,Mg70Nd0Ni30,CR,meltspin,0
6149,Mg85Nd15Ni0,CR,meltspin,0
6150,Mg90Nd10Ni0,CR,meltspin,0
6151,Mg95Nd5Ni0,CR,meltspin,0
6152,Mg97.5Nd2.5Ni0,CR,meltspin,0
6153,Mg30Ni40Y30,AM,meltspin,1
6154,Mg40Ni30Y30,AM,meltspin,1
6155,Mg50Ni20Y30,AM,meltspin,1
6156,Mg50Ni30Y20,AM,meltspin,1
6157,Mg60Ni20Y20,AM,meltspin,1
6158,Mg60Ni25Y15,AM,meltspin,1
6159,Mg60Ni30Y10,AM,meltspin,1
6160,Mg65Ni15Y20,AM,meltspin,1
6161,Mg65Ni20Y15,AM,meltspin,1
6162,Mg65Ni25Y10,AM,meltspin,1
6163,Mg65Ni30Y5,AM,meltspin,1
6164,Mg70Ni15Y15,AM,meltspin,1
6165,Mg70Ni20Y10,AM,meltspin,1
6166,Mg75Ni10Y15,AM,meltspin,1
6167,Mg75Ni15Y10,AM,meltspin,1
6168,Mg75Ni20Y5,AM,meltspin,1
6169,Mg80Ni10Y10,AM,meltspin,1
6170,Mg80Ni15Y5,AM,meltspin,1
6171,Mg80Ni20Y0,AM,meltspin,1
6172,Mg85Ni10Y5,AM,meltspin,1
6173,Mg20Ni40Y40,AM,meltspin,1
6174,Mg30Ni40Y30,AM,meltspin,1
6175,Mg40Ni30Y30,AM,meltspin,1
6176,Mg50Ni20Y30,AM,meltspin,1
6177,Mg50Ni30Y20,AM,meltspin,1
6178,Mg60Ni20Y20,AM,meltspin,1
6179,Mg60Ni25Y15,AM,meltspin,1
6180,Mg60Ni30Y10,AM,meltspin,1
6181,Mg65Ni15Y20,AM,meltspin,1
6182,Mg65Ni20Y15,AM,meltspin,1
6183,Mg65Ni25Y10,AM,meltspin,1
6184,Mg65Ni30Y5,AM,meltspin,1
6185,Mg70Ni15Y15,AM,meltspin,1
6186,Mg70Ni20Y10,AM,meltspin,1
6187,Mg75Ni10Y15,AM,meltspin,1
6188,Mg75Ni15Y10,AM,meltspin,1
6189,Mg75Ni20Y5,AM,meltspin,1
6190,Mg80Ni10Y10,AM,meltspin,1
6191,Mg80Ni15Y5,AM,meltspin,1
6192,Mg85Ni5Y10,AM,meltspin,1
6193,Mg85Ni10Y5,AM,meltspin,1
6194,Mg50Ni40Y10,AC,meltspin,0
6195,Mg70Ni10Y20,AC,meltspin,0
6196,Mg80Ni5Y15,AC,meltspin,0
6197,Mg40Ni40Y20,CR,meltspin,0
6198,Mg90Ni5Y5,CR,meltspin,0
6199,Mg70Sn6Zn24,AM,meltspin,1
6200,Mn0Ni33Zr67,AM,meltspin,1
6201,Mn33Ni0.05Zr66.95,AM,meltspin,1
6202,Mn33Ni0.1Zr66.9,AM,meltspin,1
6203,Mn33Ni0.15Zr66.85,AM,meltspin,1
6204,Mn33Ni0.2Zr66.8,AM,meltspin,1
6205,Mn15Ni28.05Zr56.95,AM,meltspin,1
6206,Mn5Ni31.35Zr63.65,AM,meltspin,1
6207,Mn10Ni29.7Zr60.3,AM,meltspin,1
6208,Mn15Ni28.05Zr56.95,AM,meltspin,1
6209,Mn20Ni26.4Zr53.6,AM,meltspin,1
6210,Mn25Ni24.75Zr50.25,AM,meltspin,1
6211,Mn30Ni23.1Zr46.9,AM,meltspin,1
6212,Mn74P3Si23,AM,meltspin,1
6213,Mn74P13Si13,AM,meltspin,1
6214,Mn0Pd80Si20,AM,meltspin,1
6215,Mn1Pd79Si20,AM,meltspin,1
6216,Mn2Pd78Si20,AM,meltspin,1
6217,Mn3Pd77Si20,AM,meltspin,1
6218,Mn4Pd76Si20,AM,meltspin,1
6219,Mn5Pd75Si20,AM,meltspin,1
6220,Mn6Pd74Si20,AM,meltspin,1
6221,Mn7Pd73Si20,AM,meltspin,1
6222,Mo0Nb80Si20,AM,meltspin,1
6223,Mo5Nb75Si20,AM,meltspin,1
6224,Mo10Nb70Si20,AM,meltspin,1
6225,Mo15Nb65Si20,AM,meltspin,1
6226,Mo20Nb60Si20,AM,meltspin,1
6227,Mo25Nb55Si20,AM,meltspin,1
6228,Mo30Nb50Si20,AM,meltspin,1
6229,Mo35Nb45Si20,CR,meltspin,0
6230,Mo9Ni72P19,AM,meltspin,1
6231,Mo13Ni68P19,AM,meltspin,1
6232,Mo5Ni75P20,AM,meltspin,1
6233,Mo7Ni73P20,AM,meltspin,1
6234,Mo9Ni72P19,AM,meltspin,1
6235,Mo12Ni69P19,AM,meltspin,1
6236,Mo48P20Rh32,AM,meltspin,1
6237,Mo16P20Ru64,AM,meltspin,1
6238,Mo32P20Ru48,AM,meltspin,1
6239,Mo48P20Ru32,AM,meltspin,1
6240,Mo64P20Ru16,AM,meltspin,1
6241,Mo0Si15Zr85,AM,meltspin,1
6242,Mo5Si15Zr80,AM,meltspin,1
6243,Mo10Si15Zr75,AM,meltspin,1
6244,Mo15Si15Zr70,AM,meltspin,1
6245,Mo20Si15Zr65,AM,meltspin,1
6246,Nb40Ni59Pd1,AM,meltspin,1
6247,Nb40Ni57Pt3,AM,meltspin,1
6248,Nb40Ni59Pt1,AM,meltspin,1
6249,Nb0Ni60Ta40,AM,meltspin,1
6250,Nb0Ni65Ta35,AM,meltspin,1
6251,Nb0Ni70Ta30,AM,meltspin,1
6252,Nb0Ni80Ta20,AM,meltspin,1
6253,Nb0Ni90Ta10,AM,meltspin,1
6254,Nb10Ni60Ta30,AM,meltspin,1
6255,Nb15Ni60Ta25,AM,meltspin,1
6256,Nb20Ni60Ta20,AM,meltspin,1
6257,Nb25Ni60Ta15,AM,meltspin,1
6258,Nb30Ni60Ta10,AM,meltspin,1
6259,Nb35Ni60Ta5,AM,meltspin,1
6260,Nb40Ni60Ta0,AM,meltspin,1
6261,Nb40Ni60Ta0,AM,meltspin,1
6262,Nb50Ni50Ta0,AM,meltspin,1
6263,Nb60Ni40Ta0,AM,meltspin,1
6264,Nb0Ni50Ta50,AM,meltspin,1
6265,Nb0Ni60Ta40,AM,meltspin,1
6266,Nb0Ni70Ta30,AM,meltspin,1
6267,Nb40Ni60Ta0,AM,meltspin,1
6268,Nb50Ni50Ta0,AM,meltspin,1
6269,Nb60Ni40Ta0,AM,meltspin,1
6270,Nb70Si20Ta10,AM,meltspin,1
6271,Nb75Si20Ta5,AM,meltspin,1
6272,Nb80Si20Ta0,AM,meltspin,1
6273,Nb65Si20Ta15,CR,meltspin,0
6274,Nb0Si15Ti85,AM,meltspin,1
6275,Nb0Si20Ti80,AM,meltspin,1
6276,Nb5Si15Ti80,AM,meltspin,1
6277,Nb10Si15Ti75,AM,meltspin,1
6278,Nb15Si15Ti70,AM,meltspin,1
6279,Nb15Si17.5Ti67.5,AM,meltspin,1
6280,Nb25Si15Ti60,AM,meltspin,1
6281,Nb25Si17.5Ti57.5,AM,meltspin,1
6282,Nb30Si15Ti55,AM,meltspin,1
6283,Nb30Si17.5Ti52.5,AM,meltspin,1
6284,Nb35Si15Ti50,AM,meltspin,1
6285,Nb30Si12Ti58,AC,meltspin,0
6286,Nb0Si5Ti95,CR,meltspin,0
6287,Nb0Si10Ti90,CR,meltspin,0
6288,Nb0Si25Ti75,CR,meltspin,0
6289,Nb10Si10Ti80,CR,meltspin,0
6290,Nb20Si10Ti70,CR,meltspin,0
6291,Nb30Si10Ti60,CR,meltspin,0
6292,Nb30Si20Ti50,CR,meltspin,0
6293,Nb45Si15Ti40,CR,meltspin,0
6294,Nb50Si15Ti35,CR,meltspin,0
6295,Nb0Si13Ti87,AM,meltspin,1
6296,Nb5Si15Ti80,AM,meltspin,1
6297,Nb10Si15Ti75,AM,meltspin,1
6298,Nb15Si15Ti70,AM,meltspin,1
6299,Nb20Si15Ti65,AM,meltspin,1
6300,Nb25Si15Ti60,AM,meltspin,1
6301,Nb30Si14Ti56,AM,meltspin,1
6302,Nb30Si14Ti56,AM,meltspin,1
6303,Nb30Si15Ti55,AM,meltspin,1
6304,Nb30Si15Ti55,AM,meltspin,1
6305,Nb30Si16Ti54,AM,meltspin,1
6306,Nb30Si18Ti52,AM,meltspin,1
6307,Nb35Si15Ti50,AM,meltspin,1
6308,Nb40Si15Ti45,AM,meltspin,1
6309,Nb45Si15Ti40,AM,meltspin,1
6310,Nb50Si15Ti35,AM,meltspin,1
6311,Nb52Si18Ti30,AM,meltspin,1
6312,Nb54Si16Ti30,AM,meltspin,1
6313,Nb55Si15Ti30,AM,meltspin,1
6314,Nb56Si14Ti30,AM,meltspin,1
6315,Nb60Si15Ti25,AM,meltspin,1
6316,Nb65Si15Ti20,AM,meltspin,1
6317,Nb68Si17Ti15,AM,meltspin,1
6318,Nb70Si15Ti15,AM,meltspin,1
6319,Nb75Si15Ti10,AM,meltspin,1
6320,Nb80Si15Ti5,AM,meltspin,1
6321,Nb80Si20Ti0,AM,meltspin,1
6322,Nb85Si15Ti0,AM,meltspin,1
6323,Nb30Si13Ti57,AC,meltspin,0
6324,Nb0Si5Ti95,CR,meltspin,0
6325,Nb0Si10Ti90,CR,meltspin,0
6326,Nb0Si25Ti75,CR,meltspin,0
6327,Nb10Si10Ti80,CR,meltspin,0
6328,Nb20Si10Ti70,CR,meltspin,0
6329,Nb30Si10Ti60,CR,meltspin,0
6330,Nb30Si20Ti50,CR,meltspin,0
6331,Nb47Si13Ti40,CR,meltspin,0
6332,Nb47Si25Ti28,CR,meltspin,0
6333,Nb50Si13Ti37,CR,meltspin,0
6334,Nb50Si25Ti25,CR,meltspin,0
6335,Nb0Si13Ti87,AM,meltspin,1
6336,Nb0Si15Ti85,AM,meltspin,1
6337,Nb0Si22Ti78,AM,meltspin,1
6338,Nb15Si15Ti70,AM,meltspin,1
6339,Nb30Si15Ti55,AM,meltspin,1
