,likely_mpid,expt_gap,formula
2049,mp-866651,2.25,KSiBiS4
2050,mp-11604,2.17,KSm2CuS4
2051,,2.3,KSnAuS3
2052,,2.28,KSnAuSe3
2053,mp-1200554,4.06,KTa3(TeO6)2
2054,,0.0,KTa3CuO9
2055,mp-3614,3.5,KTaO3
2056,,1.65,KTbSe4
2057,mp-1188829,1.4,KTeP2
2058,mp-12365,2.95,KThCuS3
2059,mp-976271,6.4,KTi2F7
2060,mp-976257,0.0,KTi5Se8
2061,,0.0,KTm
2062,mp-1095429,2.37,KUClO3
2063,mp-582421,0.0,KUCuSe3
2064,,2.3,KV2I3O13
2065,mp-553910,2.0,KV4Ag11O16
2066,mp-17353,0.0,KV6O11
2067,mp-1194980,3.8,KY(TeO3)2
2068,,0.0,KYb2F7
2069,,0.0,KYbSe2
2070,mp-6652,2.32,KZn4(BO3)3
2071,mp-639149,2.0,KZrPSe6
2072,mp-22470,0.0,La(FeAs3)4
2073,mp-21523,0.0,La(In2Au)2
2074,,1.03,La(InS2)3
2075,mp-14325,0.0,La(Ni2B)6
2076,mp-9886,0.0,La(PRu)2
2077,mp-567203,0.0,La(SiOs)2
2078,mp-5105,0.0,La(SiRu)2
2079,,2.67,La1.86Tb1.14Ga1.67S7
2080,,0.0,La10Mn9O30
2081,mp-558535,2.04,La10Se14O
2082,mp-555465,0.0,La10Si8O3
2083,,0.0,La16Mn15O48
2084,,2.5,La1Se0.14S1.86
2085,,1.0,La2.1Bi5.9Pb2S14
2086,,0.0,La20Cu9O40
2087,,2.4,La20Mo12Cl4O63
2088,mp-14696,0.0,La2B4Rh5
2089,mp-1077929,0.0,La2CuO4
2090,mp-1078132,0.7,La2Fe(SeO)2
2091,,0.0,La2Fe2I
2092,,1.76,La2Ga0.33Sb1S5
2093,,2.78,La2Ga2GeS8
2094,,1.08,La2Ge2Se7
2095,mp-621659,0.0,La2Ge5Ir3
2096,mp-18055,0.0,La2Ge5Rh3
2097,,1.24,La2GeSe5
2098,mp-1197947,0.7,La2HfS5
2099,mp-20760,0.0,La2In
2100,mp-1196301,1.6,La2Mn(SeO)2
2101,,0.0,La2Nb2N2O5
2102,mp-3471,0.0,La2Ni5B4
2103,mp-2292,5.4,La2O3
2104,,0.0,La2PC
2105,mp-571647,0.0,La2PI2
2106,mp-8672,0.0,La2PdO4
2107,,0.0,La2Pr2O7
2108,mp-568375,0.0,La2Rh7
2109,mp-7475,2.77,La2S3
2110,mp-8620,0.0,La2Si5Rh3
2111,mp-30755,0.0,La2Sn5Rh3
2112,,1.02,La2TiCoO6
2113,,3.63,La2V2IO9
2114,,0.41,La2VCoO6
2115,,0.45,La2VNiO6
2116,,1.45,La2YbCuS5
2117,,1.15,La2YbCuSe5
2118,mp-1196943,3.4,La2Zn(SeO)2
2119,mp-1198687,2.01,La2ZrS5
2120,mp-569935,0.0,La3(BN2)2
2121,mp-27330,0.0,La3(OsO5)2
2122,mp-29326,0.0,La3(ReO5)2
2123,mp-4505,0.0,La3AlN
2124,mp-510011,2.0,La3CuGeSe7
2125,,2.54,La3Ga1Ge0.5S7
2126,,1.36,La3GaCuSe7
2127,mp-672231,0.0,La3Ge3Br2
2128,,2.61,La3In1Ge0.5S7
2129,mp-645695,1.26,La3LuSe6
2130,,1.71,La3Mg0.5Sn1S14
2131,mp-1198818,3.7,La3Mo4O16F
2132,mp-866714,0.0,La3NiBr3
2133,,1.92,La3Si1Sb0.33S7
2134,,1.75,La3Si1Sb0.33Se7
2135,mp-879,0.43,La3Te4
2136,mp-9435,0.0,La3ZrSb5
2137,mp-1196490,2.27,La4Cd4In2S13
2138,mp-1203869,0.0,La4Co3O10
2139,mp-1203562,1.0,La4Fe(SbS5)2
2140,mp-1200263,0.85,La4Fe(SbSe5)2
2141,mp-21571,0.0,La4In5S13
2142,mp-1196663,2.07,La4InSbS9
2143,,1.76,La4InSbSe9
2144,,2.0,La5Cu6.33S7O4
2145,,2.6,La5In3(S3O)3
2146,,0.0,La5SmS8
2147,,0.0,La5YbS8
2148,,2.6,La6Sb4(SO4)3
2149,,0.0,La8Mn7O24
2150,mp-1195582,2.3,La8Sb2S15
2151,,0.0,LaAl12O19
2152,mp-21109,0.0,LaAl4
2153,mp-12274,0.0,LaAl4Co
2154,mp-2680,4.1,LaB6
2155,,0.0,LaBPt3
2156,,5.65,LaBeB3O7
2157,,0.0,LaBiAu2
2158,mp-12055,0.0,LaCd2
2159,,0.0,LaCdAg2
2160,mp-542251,0.0,LaCdAu
2161,mp-30590,0.0,LaCu6
2162,mp-6088,3.1,LaCuSO
2163,mp-552488,2.83,LaCuSeO
2164,mp-546790,2.31,LaCuTeO
2165,mp-905,6.6,LaF3
2166,mp-1002133,0.0,LaGa
2167,mp-21201,0.0,LaGa3Pd2
2168,mp-5837,4.4,LaGaO3
2169,mp-4816,2.5,LaGaS3
2170,mp-568574,0.0,LaGeI
2171,mp-24153,0.0,LaH2
2172,,4.76,LaH2NO5
2173,mp-734,0.0,LaHg
2174,mp-20582,0.0,LaIn
2175,mp-22017,0.0,LaIn2Ir
2176,mp-20911,0.0,LaIn5Ir
2177,,2.73,LaInS2O
2178,,0.0,LaMg(FeO3)2
2179,mp-1180682,1.0,LaMg2H7Pd
2180,mp-2306,0.0,LaMg3
2181,,1.7,LaNbN2O
2182,mp-2384,0.54,LaP
2183,,0.0,LaP3
2184,mp-2889,0.0,LaPd3S4
2185,mp-1832,0.0,LaPt5
2186,,0.0,LaRe2Ag
2187,,0.0,LaReB
2188,mp-1065,0.8,LaSb
2189,mp-1024951,0.0,LaScSi
2190,mp-7083,0.0,LaSi
2191,mp-2062,0.19,LaSi2
2192,mp-28795,0.0,LaSi2Ru
2193,mp-30756,0.0,LaSn3Ru
2194,mp-550514,2.0,LaTaN2O
2195,,0.0,LaTb3
2196,,0.0,LaV
2197,mp-1202389,3.58,LaVI5O16
2198,,0.0,LaYbZn2
2199,mp-549589,1.5,LaZnAsO
2200,,0.0,LaZnAu2
2201,,0.0,Li(CuO)3
2202,,0.0,Li(NiO2)4
2203,,2.7,Li0.33Ag1Sn0.67O2
2204,,2.7,Li0.33Ti0.67Ag1O2
2205,,1.95,Li0.5Ge1Pb1.75S4
2206,,0.0,Li11Mn13O32
2207,,0.0,Li12Fe5O16
2208,,0.0,Li13Nb14ZnO42
2209,,0.0,Li13Ti22O48
2210,,0.0,Li14Ti21O48
2211,,0.0,Li15(FeO4)4
2212,,0.0,Li15Mn2O12
2213,,0.0,Li17Nb20O60
2214,,0.0,Li17Ti20O40
2215,,0.0,Li2(FeO2)5
2216,mp-3440,0.0,Li2(LuGe)3
2217,,0.0,Li2(NiO2)3
2218,,0.0,Li23(MnAs)20
2219,mp-4779,7.3,Li2B4O7
2220,mp-10686,0.99,Li2CdGe
2221,mp-1189383,3.1,Li2CdGeS4
2222,mp-1188784,3.26,Li2CdSnS4
2223,,0.0,Li2Co4O7F
2224,,0.0,Li2CrCo3O8
2225,,0.0,Li2CrCuO4
2226,,0.0,Li2Cu2S3
2227,,0.0,Li2CuF6
2228,,0.0,Li2DyIn
2229,,0.0,Li2EuSn
2230,,0.0,Li2Fe2(PO4)3
2231,,0.0,Li2Fe3CoO8
2232,,0.0,Li2Fe3NiO8
2233,,0.0,Li2Fe3SnO8
2234,mp-1105387,1.42,Li2FeGeS4
2235,mp-1105173,1.86,Li2FeSnS4
2236,,0.0,Li2FeWO6
2237,mp-29210,0.0,Li2Ga
2238,,2.64,Li2Ga(GeSe3)2
2239,mp-554782,3.65,Li2Ga2GeS6
2240,mp-3201,0.0,Li2GaPd
2241,mp-16341,0.93,Li2HgGe
2242,,2.46,Li2HgGeS4
2243,mp-1191476,3.45,Li2In2GeS6
2244,mp-1191200,2.3,Li2In2GeSe6
2245,mp-1191903,3.61,Li2In2SiS6
2246,mp-1191817,2.54,Li2In2SiSe6
2247,mp-30344,0.0,Li2InAg
2248,,0.0,Li2LaTl
2249,,0.0,Li2MgHg
2250,mp-12128,0.0,Li2MgIn
2251,,0.0,Li2MgSn
2252,,0.0,Li2MnCo3O8
2253,,0.0,Li2MnCu3O8
2254,,3.06,Li2MnGeS4
2255,,0.0,Li2MnNi3O8
2256,,0.0,Li2MnO2F
2257,,3.3,Li2Mo2Se2O11
2258,,0.0,Li2Nb2(PO4)3
2259,mp-7779,0.0,Li2NdAs2
2260,mp-20106,0.0,Li2NdSb2
2261,,0.0,Li2Ni2SbO6
2262,,0.0,Li2Ni3TeO8
2263,,0.0,Li2Ni5(PO4)4
2264,,0.0,Li2PmAl
2265,,0.0,Li2PmGe
2266,,0.0,Li2PrIn
2267,mp-7777,0.0,Li2PrP2
2268,,2.3,Li2PtO3
2269,,0.0,Li2Si4Ni5O14
2270,,2.68,Li2SiHgS4
2271,mp-7924,0.0,Li2Sn5
2272,,2.32,Li2SnHgS4
2273,,0.0,Li2SnIr
2274,mp-1203622,3.5,Li2TeMoO6
2275,mp-1196881,4.0,Li2TeWO6
2276,,0.0,Li2Ti3FeO8
2277,,0.0,Li2TiMn3O8
2278,,0.0,Li2TlAg
2279,mp-560793,0.0,Li2U(MoO5)2
2280,,0.0,Li2V2F7
2281,,0.0,Li2V3CrO8
2282,,0.0,Li2V3FeO8
2283,,0.0,Li2YbPb
2284,mp-569115,1.1,Li2ZnGe
2285,,1.86,Li2ZnGeSe4
2286,mp-555186,2.87,Li2ZnSnS4
2287,,1.87,Li2ZnSnSe4
2288,,0.0,Li3(CoO2)4
2289,,0.0,Li3(CuO)4
2290,mp-545467,0.0,Li3(CuO2)2
2291,,2.75,Li3AlP2
2292,,3.63,Li3AlTe4O11
2293,mp-23222,0.7,Li3Bi
2294,,0.0,Li3C
2295,,0.0,Li3Co(NiO2)4
2296,,0.0,Li3Co2(GeO4)3
2297,,0.0,Li3Co3SbO8
2298,,0.0,Li3Co4TeO8
2299,,0.0,Li3Cr(NiO2)4
2300,,0.0,Li3Cr3(CuO6)2
2301,,0.0,Li3CrCo3O8
2302,,0.0,Li3CrO4
2303,,0.0,Li3Cu4NiO8
2304,,0.0,Li3Dy
2305,,0.0,Li3Fe(CoO2)4
2306,,0.0,Li3Fe(SbO3)4
2307,,0.0,Li3Fe2SbO6
2308,,0.0,Li3FeNi3O8
2309,,0.0,Li3FeS3
2310,,1.98,Li3FeTe4O11
2311,,3.85,Li3GaTe4O11
2312,,0.0,Li3Mn(CuO3)2
2313,,0.0,Li3Mn(NiO3)2
2314,,0.0,Li3Mn2(CoO4)2
2315,,0.0,Li3Mn2(PO4)3
2316,,0.0,Li3Mn2CuO6
2317,,0.0,Li3Mn3NiO8
2318,,0.0,Li3Mn3WO8
2319,,0.0,Li3Mn4(PO4)6
2320,,0.0,Li3Mn4O8
2321,,0.0,Li3MnAs2
2322,,0.0,Li3Mo2P5O18
2323,,0.0,Li3Ni(SbO3)4
2324,,0.0,Li3Ni2(GeO4)3
2325,,0.0,Li3Ni3(PO4)4
2326,,3.68,Li3PS4
2327,mp-542435,2.9,Li3ScN2
2328,mp-29165,0.0,Li3Si3Ag2
2329,,0.0,Li3Ti2(PO4)3
2330,,0.0,Li3Ti3(PO4)4
2331,,0.0,Li3V12O29
2332,,0.0,Li3V4FeO12
2333,,0.0,Li3V4NiO12
2334,,0.0,Li3VOF5
2335,,0.0,Li4(FeO2)9
2336,,4.9,Li4.5Al0.5Te1O6
2337,,1.79,Li4.5Cr0.5Te1O6
2338,,3.25,Li4.5Fe0.5Te1O6
2339,,4.99,Li4.5Ga0.5Te1O6
2340,,1.97,Li4.5Mn0.5Te1O6
2341,,0.0,Li4Co2Ni3O10
2342,,0.0,Li4Co3CuO8
2343,,0.0,Li4Co5SbO12
2344,,0.0,Li4Cr3NiO8
2345,,0.0,Li4CrO5
2346,,0.0,Li4Cu(PO4)2
2347,,0.0,Li4Fe2Cu3O10
2348,,0.0,Li4Fe3NiO8
2349,,0.0,Li4Fe7(OF7)2
2350,,0.0,Li4FeNi3O8
2351,,2.75,Li4HgGe2S7
2352,,0.0,Li4MgNi3O8
2353,,0.0,Li4Mn(WO4)3
2354,,0.0,Li4Mn3Cr3O12
2355,,0.0,Li4Mn5Cu3O16
2356,,0.0,Li4Mn5Nb3O16
2357,,0.0,Li4Mn5NbO12
2358,,0.0,Li4Mn5Ni3O16
2359,,0.0,Li4NbNi3O8
2360,,0.0,Li4Ni2(PO4)3
2361,,0.0,Li4Ni3BiO8
2362,,0.0,Li4Ti5Cr3O16
2363,,0.0,Li4TiCr3O8
2364,,0.0,Li4V5Cu3O16
2365,,0.0,Li4VF7
2366,mp-555377,0.0,Li4WO5
2367,,0.0,Li5(BiO3)4
2368,,0.0,Li5Co2Ni3O10
2369,,0.0,Li5Co2O2F5
2370,,0.0,Li5Cr2Ni5O12
2371,,0.0,Li5Fe2Ni3O10
2372,,0.0,Li5Fe6(BO3)6
2373,,0.0,Li5La3Nb14O42
2374,,0.0,Li5Mn2Cu5O12
2375,,0.0,Li5Mn3(FeO5)2
2376,,0.0,Li5Mn5(SbO6)2
2377,,0.0,Li5Mn6(BO3)6
2378,,0.0,Li6(NiO2)5
2379,,0.0,Li6Fe3Co7O20
2380,,0.0,Li6Fe9CoO20
2381,,0.0,Li6FeNi9O20
2382,,0.0,Li6FeO5F
2383,,0.0,Li6FeO6
2384,,0.0,Li6Mn5CoO12
2385,,0.0,Li6Mn5FeO12
2386,mp-562387,0.0,Li6Tb2O7
2387,,0.0,Li7(Mo3S4)4
2388,,0.0,Li7(NiO2)11
2389,,0.0,Li7Ca8Nb12O40
2390,,0.0,Li7Ti16O32
2391,,0.0,Li7Ti5O12
2392,,0.0,Li7Ti7O16
2393,,0.0,Li8BiS6
2394,,2.61,Li8GeN4
2395,mp-8469,0.0,Li8IrO6
2396,,0.0,Li8PO3
2397,mp-8424,0.0,Li8PrO6
2398,,0.0,Li8Ti16CuS32
2399,,0.0,Li8TiNi7O16
2400,,0.0,Li9Fe3(WO4)7
2401,,4.45,Li9Ga13(Te7O22)3
2402,,0.0,LiAgF3
2403,mp-30821,0.0,LiAl2Rh
2404,,0.0,LiAl2Tc
2405,mp-10890,0.0,LiAl3
2406,,0.0,LiAlB4
2407,mp-5920,0.0,LiAlGe
2408,,0.0,LiAlRh2
2409,mp-555874,1.6,LiAsS2
2410,,2.0,LiB3
2411,,4.75,LiB9PbO15
2412,,0.0,LiBePt2
2413,,0.0,LiBi2(PO4)3
2414,,3.35,LiBi3(ClO2)2
2415,,0.11,LiBiS2
2416,,0.0,LiCa2Ga
2417,mp-504670,0.0,LiCa2Ge3
2418,,0.0,LiCa2In
2419,,0.0,LiCa2Mg
2420,mp-1192528,1.4,LiCa3As2H
2421,,0.0,LiCaO3
2422,,0.0,LiCd2Rh
2423,mp-6126,4.28,LiCdBO3
2424,mp-22905,9.33,LiCl
2425,,0.0,LiCo(CO3)2
2426,,0.0,LiCo7O7F
2427,,0.0,LiCoS2
2428,,0.0,LiCu2(CO3)2
2429,mp-567097,0.0,LiCu2Ge
2430,,0.0,LiCu3F7
2431,,0.0,LiCu5P3O13
2432,mp-9158,0.0,LiCuO2
2433,,0.0,LiCuPO4
2434,,0.0,LiEr2Ga
2435,,0.0,LiErAu2
2436,mp-541365,1.5,LiEuH3
2437,mp-1138,11.7,LiF
2438,,0.0,LiFe2(PO4)3
2439,,0.0,LiFe2(SiO4)2
2440,,2.64,LiGa(GeSe3)2
2441,,0.0,LiGaAg2
2442,,0.0,LiGaAu2
2443,mp-5854,5.6,LiGaO2
2444,,0.0,LiGaPd2
2445,,0.0,LiGaPt2
2446,mp-5048,2.31,LiGaTe2
2447,,3.73,LiGd5P2O13
2448,mp-13322,0.0,LiGeRh2
2449,mp-696288,4.9,LiH3(SeO3)2
2450,,0.0,LiHf2Ir
2451,,0.0,LiHfPd2
2452,,0.0,LiHg2Pd
2453,,0.0,LiHoAu2
2454,,0.0,LiHoO3
2455,mp-973966,4.27,LiIn(IO3)4
2456,mp-13396,0.0,LiIn2Rh
2457,mp-567787,0.0,LiInAg2
2458,mp-1188392,3.56,LiInS2
2459,mp-20187,2.83,LiInSe2
2460,mp-568466,0.0,LiInSn
2461,,2.3,LiInSnS4
2462,mp-20782,1.46,LiInTe2
2463,mp-11992,0.0,LiLa2IrO6
2464,,0.0,LiLu2Ga
2465,,0.0,LiLu2Pd
2466,,0.0,LiLu2Ru
2467,,0.0,LiLu2Tc
2468,,0.0,LiMg2Ag
2469,mp-12558,0.7,LiMgAs
2470,mp-570213,0.4,LiMgBi
2471,mp-30156,3.2,LiMgN
2472,mp-7555,0.0,LiMgSnPd
2473,,0.0,LiMn(PO4)2
2474,,0.0,LiMn2(PO4)2
2475,mp-1195443,0.0,LiMn4O8
2476,,0.0,LiMn9Se10
2477,,0.0,LiMnCoO4
2478,,0.0,LiMnCuO4
2479,mp-556415,0.0,LiMnO2
2480,mp-26981,0.0,LiMnP2O7
2481,,0.0,LiMnSiO4
2482,,0.0,LiMo3O8
2483,mp-558917,2.8,LiMoIO6
2484,,3.0,LiNb3(BiO3)4
2485,,0.0,LiNi2(PO4)3
2486,,0.0,LiNiP2O7
2487,,0.0,LiPm2Al
2488,,0.0,LiPm2Ga
2489,,0.0,LiPm2Ir
2490,,0.0,LiPm2Si
2491,,0.0,LiPr2Ru
2492,,1.6,LiSb3PbS6
2493,mp-1079885,1.36,LiSbS2
2494,,0.68,LiSbSe2
2495,,0.13,LiSbTe2
2496,,0.0,LiScHg2
2497,mp-973391,2.27,LiSiB6
2498,,0.0,LiSiPd2
2499,,0.0,LiSiRh2
2500,,2.83,LiSm3SiS7
2501,,0.0,LiSn(PO3)4
2502,mp-21894,0.0,LiSn4Ir
2503,mp-11977,0.0,LiSnAu
2504,,3.5,LiTa3(BiO3)4
2505,mp-3666,4.1,LiTaO3
2506,,0.0,LiTaRh2
2507,,0.0,LiThAu2
2508,,0.0,LiTi11O20
2509,,0.0,LiTi3O6
2510,,0.0,LiTiSiO4
2511,mp-12716,0.0,LiTlPd2
2512,,0.0,LiTm2Rh
2513,,0.0,LiTm2Ru
2514,mp-18189,0.0,LiTmSn
2515,,0.0,LiV2NiO6
2516,,0.0,LiV3O4
2517,mp-1018791,0.0,LiY(CuP)2
2518,,0.0,LiY2Ru
2519,mp-12264,0.0,LiYbF4
2520,mp-21242,0.0,LiYbPb
2521,,0.0,LiZn(Fe5O8)2
2522,,4.0,LiZn2GaO4
2523,,3.1,LiZnBO3
2524,mp-7575,1.91,LiZnN
2525,,0.0,LiZr2Os
2526,,0.0,LiZrRh2
2527,,1.27,Lu(InS2)3
2528,mp-12101,0.0,Lu(SiOs)2
2529,,0.0,Lu2AgAu
2530,mp-16490,0.0,Lu2Al3Co
2531,,0.0,Lu2AlTc
2532,,0.0,Lu2CdAg
2533,,0.0,Lu2CdIn
2534,,1.75,Lu2CrS4
2535,,0.0,Lu2Fe2Si2C
2536,mp-14306,0.0,Lu2FeS4
2537,,0.0,Lu2InHg
2538,,0.0,Lu2MgHg
2539,mp-865350,0.0,Lu2Mn12P7
2540,mp-973756,0.0,Lu2Mo2C3
2541,mp-1427,5.5,Lu2O3
2542,,0.0,Lu2TlAg
2543,,0.0,Lu2TlCd
2544,,2.12,Lu2TlCu3Se5
2545,mp-10566,0.0,Lu3BC3
2546,,0.0,Lu3Ga
2547,mp-11733,0.0,Lu3InN
2548,mp-10607,0.0,Lu3TlC
2549,mp-15178,0.0,Lu4C7
2550,mp-542170,0.0,Lu5(Si5Ir2)2
2551,mp-13234,0.0,Lu5Si3B
2552,mp-11752,0.0,Lu7(NiTe)2
2553,mp-11753,0.0,Lu7(TePd)2
2554,mp-1018131,0.0,LuAg2
2555,,0.0,LuAl2Pd5
2556,,0.0,LuAlAg2
2557,mp-11249,0.0,LuAu
2558,mp-3105,0.0,LuBPd3
2559,mp-8371,0.0,LuC2
2560,,3.7,LuCd4B3O10
2561,,0.0,LuCdAg2
2562,,0.0,LuGaRh2
2563,mp-973906,0.0,LuGe2
2564,,0.0,LuHfRu2
2565,mp-1529,0.0,LuIr
2566,mp-1761,0.0,LuIr2
2567,mp-19967,0.0,LuMnSi
2568,mp-6188,0.0,LuNiBC
2569,mp-10192,1.3,LuP
2570,mp-790,0.0,LuPt3
2571,,0.0,LuScRh2
2572,,0.0,LuScRu2
2573,,0.0,LuScZn2
2574,mp-973633,0.0,LuSi2Ni
2575,mp-22440,0.0,LuSiIr
2576,,0.0,LuU2S3O2
2577,,0.0,LuUO3
2578,mp-16043,0.0,Mg(As2Rh3)2
2579,,0.0,Mg(CoS2)2
2580,,0.0,Mg(FeO2)4
2581,,0.0,Mg(FeS2)2
2582,,0.0,Mg(SnO2)4
2583,,0.0,Mg(TiS2)4
2584,mp-568548,0.0,Mg10B16Ir19
2585,,0.0,Mg17Al11Pd
2586,mp-17659,0.0,Mg23Al30
2587,,0.0,Mg2AgIr
2588,,0.66,Mg2Co
2589,,0.0,Mg2CrN2
2590,mp-2481,0.0,Mg2Cu
2591,,0.0,Mg2CuWO6
2592,mp-30650,0.0,Mg2Ga
2593,mp-408,1.67,Mg2Ge
2594,mp-505693,0.0,Mg2GeB2Rh5
2595,mp-1192564,2.02,Mg2GeSe4
2596,,0.0,Mg2MnN2
2597,,0.0,Mg2PdAu
2598,,0.0,Mg2RhAu
2599,mp-1367,2.27,Mg2Si
2600,mp-14793,0.0,Mg2SiPt
2601,,0.0,Mg2TcO4
2602,,0.0,Mg2TiIrO6
2603,,0.0,Mg2V9O13
2604,,0.0,Mg2Zr14O5
2605,,2.7,Mg3(B25C4)2
2606,mp-684027,0.0,Mg3(MnAl9)2
2607,mp-10117,0.0,Mg3(Ni10B3)2
2608,mp-14842,0.0,Mg3(Ni10P3)2
2609,,0.0,Mg32Al36Ag13
2610,mp-7062,0.0,Mg3Al9FeSi5
2611,,1.33,Mg3AsN
2612,mp-569018,0.0,Mg3Bi2
2613,mp-571626,0.0,Mg3Ga7Co2
2614,mp-642855,0.0,Mg3Ge
2615,mp-1559,2.8,Mg3N2
2616,mp-2514,1.4,Mg3P2
2617,mp-542429,0.0,Mg3Rh
2618,mp-625,0.0,Mg3Ru2
2619,mp-2646,0.8,Mg3Sb2
2620,,0.0,Mg3Tl
2621,,0.0,Mg4Sc3(SiO3)8
2622,,0.0,Mg5As
2623,mp-560026,5.63,Mg5B3O9F
2624,,0.0,Mg5Ti13O30
2625,mp-570849,0.0,Mg5Tl2
2626,,0.0,Mg9CuO10
2627,mp-3477,0.0,MgAgAs
2628,,0.0,MgCo2(PO5)2
2629,,0.0,MgCr
2630,mp-1189056,2.36,MgCu2GeS4
2631,mp-1205334,3.2,MgCu2SiS4
2632,mp-30449,0.0,MgCuBi
2633,mp-3522,0.0,MgCuSb
2634,mp-11361,0.0,MgCuSn
2635,mp-1249,11.1,MgF2
2636,mp-20566,0.0,MgIn3
2637,mp-973088,0.0,MgInAg2
2638,,0.0,MgInPd2
2639,,0.0,MgMnO3
2640,,0.0,MgMnRh2
2641,mp-15778,0.0,MgNiSb
2642,,0.0,MgPb3
2643,,0.0,MgPt5
2644,,0.0,MgRh2Pb
2645,mp-9927,0.0,MgRhF6
2646,,0.0,MgSbF6
2647,mp-10184,0.0,MgSbPt
2648,mp-1174,0.0,MgSc
2649,,0.0,MgScAg2
2650,mp-13241,0.0,MgSi7Ir3
2651,mp-3677,4.05,MgSiN2
2652,,0.0,MgSnRh2
2653,mp-1039,3.6,MgTe
2654,,0.0,MgTi11O20
2655,,0.0,MgTi4O6
2656,mp-11498,0.0,MgTl
2657,,0.0,MgV4O6
2658,mp-1124,0.0,MgZn2
2659,mp-19789,0.0,Mn(BW)2
2660,,0.0,Mn(CoO2)4
2661,mp-21823,1.5,Mn(PbO2)2
2662,mp-19231,2.65,Mn(SbO2)2
2663,mp-22576,0.0,Mn(SbO3)2
2664,,0.31,Mn(SbSe2)2
2665,,0.37,Mn0.05Te1Pb0.95
2666,,0.49,Mn0.1Te1Pb0.9
2667,mp-752,0.7,Mn15Si26
2668,mp-7892,0.0,Mn2AlB2
2669,,0.0,Mn2AlO4
2670,,0.0,Mn2CoAs
2671,mp-22289,0.0,Mn2CoGe
2672,,0.0,Mn2Cu(PO4)3
2673,,0.0,Mn2GaW
2674,mp-621925,0.0,Mn2GeS4
2675,,0.0,Mn2Hg5
2676,mp-12659,0.0,Mn2Nb
2677,,0.0,Mn2OF3
2678,mp-1849,0.0,Mn2P
2679,mp-22354,0.0,Mn2Tl2O7
2680,,0.0,Mn2VSi
2681,,0.0,Mn3(OF3)2
2682,mp-16511,0.0,Mn3Al10
2683,,0.0,Mn3Cr3(CoO8)2
2684,,0.0,Mn3Cr3(TeO8)2
2685,,0.0,Mn3NbO8
2686,mp-20362,0.0,Mn3NiN
2687,mp-10198,0.0,Mn3PdN
2688,mp-7070,0.0,Mn3PtN
2689,,0.0,Mn3SbO8
2690,mp-14046,0.0,Mn3V2(SiO4)3
2691,,0.0,Mn5As4
2692,mp-704981,0.0,Mn5Ge2
2693,,0.0,Mn5O3F5
2694,,0.0,Mn5O7
2695,,0.0,Mn7O7F
2696,,0.58,MnAl3
2697,mp-5491,0.0,MnAlAu2
2698,mp-22240,0.0,MnAs
2699,,0.0,MnBe2Co
2700,,0.0,MnCdO2
2701,mp-19809,0.0,MnCoSi
2702,mp-22221,0.0,MnCu2Sn
2703,,0.0,MnCu3
2704,mp-560902,9.9,MnF2
2705,mp-4238,0.0,MnFeAs
2706,,0.0,MnFeCoGe
2707,mp-601285,0.0,MnGaNi2
2708,mp-569151,0.0,MnGaPt
2709,mp-610972,0.0,MnGePd
2710,mp-4664,0.0,MnGeRh2
2711,,1.45,MnIn2PbS5
2712,mp-22673,0.0,MnInCu2
2713,,0.0,MnNbO4
2714,mp-11500,0.0,MnNi
2715,mp-1102690,0.0,MnNiP
2716,mp-19006,3.6,MnO
2717,mp-510408,1.3,MnO2
2718,,0.0,MnP2
2719,mp-569522,0.28,MnP4
2720,mp-8695,2.5,MnPSe3
2721,mp-2065,0.0,MnS
2722,,0.0,MnSb3(PO4)6
2723,,0.0,MnSbPd
2724,mp-571163,0.0,MnSbRh2
2725,mp-999540,2.5,MnSe
2726,mp-1431,0.6,MnSi
2727,,0.0,MnSiNi2
2728,,0.0,MnSnRu2
2729,,0.0,MnTcOs
2730,,2.0,MnTe9
2731,mp-22792,0.0,MnTePd
2732,,1.9,MnV(TeO4)2
2733,,0.0,Mo2NCl8
2734,mp-542154,0.0,Mo3Pd2N
2735,mp-1743,0.0,Mo5As4
2736,mp-30544,0.0,Mo5O14
2737,mp-1634,1.6,MoSe2
2738,mp-1104707,2.06,Na(GeP)3
2739,,2.08,Na0.5Ge1Pb1.75S4
2740,,1.6,Na0.5Ge1Pb1.75Se4
2741,,2.0,Na0.75Eu1.625Ge1Se4
2742,mp-568580,0.0,Na10(Ga2Sn)3
2743,,0.0,Na11Bi5O16
2744,,0.0,Na11Ti20O40
2745,mp-30794,0.0,Na15Sn4
2746,,0.0,Na19Zr11S30
2747,,7.33,Na2B6O9F2
2748,mp-1020144,7.3,Na2Be4B4O11
2749,,2.37,Na2Cd(GeSe3)2
2750,mp-561075,2.52,Na2CdSnS4
2751,,0.0,Na2Cl
2752,,0.0,Na2Cr7O14
2753,,2.0,Na2EuGeSe4
2754,mp-1190388,3.29,Na2Ga2GeS6
2755,,2.2,Na2Ga2SnS6
2756,,4.19,Na2Gd(PO4)2
2757,mp-17964,2.38,Na2Ge2Se5
2758,,2.68,Na2Hg3(GeS4)2
2759,,2.03,Na2Hg3Se1.49S2.51
2760,mp-31430,0.0,Na2In
2761,mp-1190145,3.17,Na2In2GeS6
2762,mp-1190429,2.47,Na2In2GeSe6
2763,mp-1190138,3.27,Na2In2SiS6
2764,,1.92,Na2In4Se6S
2765,mp-607437,0.0,Na2In5Au6
